,titulo,caracteristicas,precos,endereco,rua,bairro,cidade,data_pesquisa
522,Casa Térrea E Reformada na Qi 21 Lago Sul,800 m² área total 4 Quartos 2 Vagas,R$ 14.000,"Lago Sul, Brasília",,,,27-07-20
523,Casa Térrea E Reformada na Qi 21 Lago Sul,800 m² área total 4 Quartos 2 Vagas,R$ 14.000,"Lago Sul, Brasília",,,,27-07-20
524,"Casa para Aluguel - Ceilândia, 2 Quartos, 50 m²",50 m² área total 50 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 850,"Setor Q Qnq 4 Conjunto 11, Ceilandia Centro, Ceilândia",,,,27-07-20
525,"Casa para Aluguel - Ceilândia, 2 Quartos, 50 m²",50 m² área total 50 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 850,"Setor Q Qnq 4, Ceilandia Centro, Ceilândia",,,,27-07-20
526,Qi 09 - Pertinho Do Metrô - Estação Feira,90 m² área total 70 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.900,"QI 9 CONJUNTO M CASA 15, Guara I, Guará",,,,27-07-20
527,Casa Com 5 Suítes no Lago Norte,2600 m² área total 600 m² área útil 5 Quartos 9 Banheiros 3 Vagas,R$ 12.400,"SMLN MI 6, Lago Norte, Brasília",,,,27-07-20
528,Alugo Kitnet na Qms 27 Lote 18 - A Setor De Mansões Sobradinho - Df,30 m² área total 30 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 550,"QMS 27 LOTE 18 A KIT 01 , Setor De Mansões De Sobradinho, Sobradinho",,,,27-07-20
529,Estância Jardim Botânico!,748 m² área total 530 m² área útil 4 Quartos 7 Banheiros 4 Vagas,R$ 8.500,"Estância Jardim Botânico, Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
530,Casa Comercial Setor Sul,447 m² área total 323 m² área útil 0 Quartos 0 Banheiros 8 Vagas,R$ 6.500,"Rua 86-E 98, Setor Sul, Goiânia",,,,27-07-20
531,"Casa para Aluguel - Setor Bueno, 4 Quartos, 300 m²",300 m² área total 300 m² área útil 4 Quartos 4 Banheiros 5 Vagas,R$ 5.200,"Avenida C198, Setor Bueno, Goiânia",,,,27-07-20
532,"Linda Casa! Qi 25, Uma Das Quadras Excelentes Do Lago Sul Com 987 m²",987 m² área total 987 m² área útil 4 Quartos 8 Banheiros 2 Vagas,R$ 28.000,"SHIS Qi 25 conjunto 13, Lago Sul, Brasília",,,,27-07-20
533,"Casa para Alugar, 80 m² Por R$2.500,00/mês - Taguatinga Norte - Taguatinga/df",350 m² área total 80 m² área útil 3 Quartos 1 Banheiro 8 Vagas,R$ 2.500,"Taguatinga Norte, Taguatinga",,,,27-07-20
534,Casa para Aluguel - no Nucleo Bandeirante,328 m² área total 300 m² área útil 0 Quartos,R$ 3.300,"Avenida Contorno Bloco 1145 Casa 01, Nucleo Bandeirante, Núcleo Bandeirante",,,,27-07-20
535,"Casa 2 Suítes (Estilo Kitnet) para Alugar, 60 m² Por R$2.500/mês - Taguatinga Norte - Taguatinga/df",60 m² área total 60 m² área útil 2 Quartos 2 Banheiros 12 Vagas,R$ 2.500,"Taguatinga Norte, Taguatinga",,,,27-07-20
536,Lago Sul - Shis Qi 26 - Piscina - Churrasqueira,359 m² área total 359 m² área útil 2 Quartos 3 Vagas,R$ 13.000,"Lago Sul, Brasília",,,,27-07-20
537,"Casa para Aluguel - Jardim Atlântico, 3 Quartos, 170 m²",170 m² área total 170 m² área útil 3 Quartos 3 Banheiros 4 Vagas,R$ 4.230,"Rua Badejo, Jardim Atlântico, Goiânia",,,,27-07-20
538,Casa - Sobradinho,120 m² área total 3 Quartos 1 Banheiro,R$ 1.300,"Sobradinho, Sobradinho",,,,27-07-20
539,Casa - Sobradinho,100 m² área total 2 Quartos 1 Banheiro,R$ 1.000,"Sobradinho, Sobradinho",,,,27-07-20
540,Casa - Sobradinho,100 m² área total 2 Quartos 1 Banheiro,R$ 1.000,"Sobradinho, Sobradinho",,,,27-07-20
541,Casa - Sobradinho,120 m² área total 3 Quartos 1 Banheiro,R$ 1.300,"Sobradinho, Sobradinho",,,,27-07-20
542,"Casa Com 3 Dormitórios para Alugar, 80 m² Por R$2.200/mês - Setor Sul - Goiânia/go",80 m² área total 80 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 2.200,"Setor Sul, Goiânia",,,,27-07-20
543,Shin Qi 01 Colonial Ponta De Quadra,894 m² área total 894 m² área útil 7 Quartos 7 Banheiros 4 Vagas,R$ 13.650,"SHIN QI 01 COLONIAL PONTA DE QUADRA, Lago Norte, Brasília",,,,27-07-20
544,Casa Térrea E Reformada na Qi 21 Lago Sul,800 m² área total 4 Quartos 2 Vagas,R$ 14.000,"Lago Sul, Brasília",,,,27-07-20
545,Quadra Qnm 36 Conjunto Y,2 Quartos 1 Banheiro 1 Vaga,R$ 850,"Quadra QNM 36 Conjunto Y, Taguatinga Norte, Taguatinga",,,,27-07-20
546,Shis Ql 10 Lago Sul,800 m² área total 460 m² área útil 4 Quartos 1 Banheiro 4 Vagas,R$ 9.000,"Lago Sul, Brasília",,,,27-07-20
547,Quadra Qe 13 Conjunto K,100 m² área total 100 m² área útil 5 Quartos 2 Banheiros 1 Vaga,R$ 2.210,"Quadra QE 13 Conjunto K, Guara II, Guará",,,,27-07-20
548,Exelente Casa Nova - Ql 26 Com Projeto Assinado Pelo Renomado Arquieto Giovanini Lettieri Com 05 Suí,778 m² área total 745 m² área útil 5 Quartos 6 Banheiros 6 Vagas,R$ 28.000,"Lago Sul, Brasília",,,,27-07-20
549,Aluga - Se Casa no Lago Sul,650 m² área total 630 m² área útil 5 Quartos 2 Banheiros 15 Vagas,R$ 9.000,"Lago Sul, Brasília",,,,27-07-20
550,Alugo Casa Qd 5 Jardim Roriz,128 m² área total 127 m² área útil 2 Quartos 1 Banheiro,R$ 800,"QUADRA 5 CONJUNTO 5D CASA 19, Setor Residencial Norte, Planaltina",,,,27-07-20
551,Shis Ql 20,776 m² área total 571 m² área útil 4 Quartos 2 Banheiros 4 Vagas,R$ 11.500,"QD SHIS QL 20 9, Lago Sul, Brasília",,,,27-07-20
552,"Sobrado Com 3 Dormitórios para Alugar, 161 m² Por R$2.500/mês - Sítios Santa Luzia - Aparecida De G",170 m² área total 161 m² área útil 3 Quartos 4 Banheiros 2 Vagas,R$ 2.500,"Rua X 28 131, Sítios Santa Luzia, Aparecida de Goiânia",,,,27-07-20
553,Shis Ql 10! Casa Aconchegante!,1200 m² área total 700 m² área útil 4 Quartos 8 Banheiros 6 Vagas,R$ 17.000,"Lago Sul, Brasília",,,,27-07-20
554,Casa - Taguatinga Norte,100 m² área total 100 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 800,"Taguatinga Norte, Taguatinga",,,,27-07-20
555,Shis Ql 12 Casa Lago Sul Peninsula Dos Ministros 4 Suites,1200 m² área total 600 m² área útil 4 Quartos 3 Vagas,R$ 24.000,"Lago Sul, Brasília",,,,27-07-20
556,"Condomínio Jardim Europa Ii - Casa, 03 Quartos 01 Suíte E 02 Garagem, Sobradinho",300 m² área total 200 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 2.400,"Jardim Europa II, Grande Colorado, Sobradinho",,,,27-07-20
557,Casa Park Way Smpw Quadra 18 para Alugar Com Condomínio Fechado,230 m² área total 3 Quartos 2 Vagas,R$ 2.390,"Park Way, Brasília",,,,27-07-20
558,Casa Lago Norte 5 Suites * Ql 04,1850 m² área total 1900 m² área útil 5 Quartos 15 Vagas,R$ 30.000,"Quadra SHIN QL 4 0, Lago Norte, Brasília",,,,27-07-20
559,Aluguel/venda na Qms 11,1000 m² área total 180 m² área útil 4 Quartos 2 Banheiros 5 Vagas,R$ 2.000,"QMS 11 RUA 19 CASA 08 , Setor De Mansões De Sobradinho, Sobradinho",,,,27-07-20
560,Shin Ca 11 Ville Blanche Casa Com 1 Dormitório para Alugar Lago Norte Brasília Df,58 m² área total 58 m² área útil 1 Quarto 2 Banheiros 2 Vagas,R$ 2.100,"Quadra CA 11 3, Lago Norte, Brasília",,,,27-07-20
561,Shis Ql 12 - Excelente Casa Mobiliada na Península,750 m² área total 750 m² área útil 4 Quartos 6 Banheiros 5 Vagas,R$ 35.000,"Lago Sul, Brasília",,,,27-07-20
562,Casa - Jardim Triâgulo,2 Quartos 1 Banheiro,R$ 550,"Centro, Formosa",,,,27-07-20
563,Casa - Guara II,48 m² área total 48 m² área útil 1 Quarto 1 Banheiro,R$ 450,"QE 38 CONJUNTO C CASA 57 - FUNDOS, Guara II, Guará",,,,27-07-20
564,Próximo Do Colégio Marista.,90 m² área total 90 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.650,"Quadra QSC 25, Taguatinga Sul, Taguatinga",,,,27-07-20
565,Qi 15/16 Alugo Casa Com 400 m² De Obra R$10.000,1500 m² área total 400 m² área útil 4 Quartos 3 Banheiros 2 Vagas,R$ 10.000,"Lago Sul, Brasília",,,,27-07-20
566,"Sobrado Com 3 Dormitórios para Alugar, 515 m² Por R$11.000,00/mês - Residencial Aldeia Do Vale - Go",5350 m² área total 515 m² área útil 3 Quartos 5 Banheiros 3 Vagas,R$ 11.000,"Residencial Aldeia do Vale, Goiânia",,,,27-07-20
567,"Casa Com 3 Dormitórios para Alugar, 130 m² Por R$1.900,00/mês - Santa Genoveva - Goiânia/go",614 m² área total 130 m² área útil 3 Quartos 2 Banheiros 2 Vagas,R$ 1.900,"Santa Genoveva, Goiânia",,,,27-07-20
568,"Casa para Aluguel - Setor Sul, 3 Quartos, 180 m²",180 m² área total 180 m² área útil 3 Quartos 3 Banheiros 5 Vagas,R$ 1.550,"Rua 115, Setor Sul, Goiânia",,,,27-07-20
569,Qnf 23 Oferta,70 m² área total 70 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 750,"QNF 23, Taguatinga Norte, Taguatinga",,,,27-07-20
570,Casa - Ql 10 Lago Sul,1000 m² área total 800 m² área útil 4 Quartos 8 Banheiros 2 Vagas,R$ 40.000,"QL 10, Lago Sul, Brasília",,,,27-07-20
571,"Casa para Aluguel - Anhanguera, 4 Quartos, 180 m²",180 m² área total 180 m² área útil 4 Quartos 4 Banheiros 4 Vagas,R$ 2.000,"Rua Coelho Neto, Anhangüera, Goiânia",,,,27-07-20
572,Aluguel - Casa Dos Fundos - 2 Qts - Morada Nobre - Valparaíso De Goiás,54 m² área total 54 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 450,"Morada Nobre, Valparaíso de Goiás",,,,27-07-20
573,Smdb 05,2930 m² área total 1100 m² área útil 5 Quartos 8 Banheiros 10 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
574,Disponível para Locação Escritório 730 m² - Ql 02 Conj. 03 - Prox. Aeroporto,4000 m² área total 730 m² área útil 5 Quartos 12 Banheiros 5 Vagas,R$ 12.000,"Shis QL 02 conjunto 03 Shis QL 02 conjunto 03 , Lago Sul, Brasília",,,,27-07-20
575,"Casa para Aluguel - Setor Marista, 4 Quartos, 268 m²",268 m² área total 268 m² área útil 4 Quartos 3 Banheiros 6 Vagas,R$ 6.500,"Rua 28, Setor Marista, Goiânia",,,,27-07-20
576,Casa - Setor Central,2 Quartos 1 Banheiro,R$ 770,"Setor Central, Rio Verde",,,,27-07-20
577,Casa - Santo Agostinho,200 m² área total 3 Quartos,R$ 750,"Santo Agostinho, Rio Verde",,,,27-07-20
578,"Casa para Aluguel - Parque Amazônia, 3 Quartos, 140 m²",140 m² área total 140 m² área útil 3 Quartos 2 Banheiros 3 Vagas,R$ 1.599,"Avenida Piratininga, Parque Amazônia, Goiânia",,,,27-07-20
579,Casa para Aluguel - no Lago Sul,600 m² área total 600 m² área útil 4 Quartos 6 Banheiros 6 Vagas,R$ 22.000,"SHIS QL 12, Lago Sul, Brasília",,,,27-07-20
580,Casa 4 Quartos 2 Suítes Churrasqueira na Qsa 04,220 m² área total 220 m² área útil 4 Quartos 6 Banheiros,R$ 4.600,"Quadra QSA 4 25, Taguatinga Sul, Taguatinga",,,,27-07-20
581,Casa - Morada Do Sol,2 Quartos 2 Banheiros 2 Vagas,R$ 1.200,"Centro, Rio Verde",,,,27-07-20
582,Casa - Residencial Interlagos,350 m² área total 3 Quartos 1 Banheiro 4 Vagas,R$ 3.700,"Residencial Interlagos, Rio Verde",,,,27-07-20
583,Casa para Aluguel na Ql 26 Lago Sul Com Área De Lazer 4 Quartos,800 m² área total 500 m² área útil 4 Quartos 4 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,27-07-20
584,"Shis Qi 15 – Oportunidade. Imóvel em Excelente Estado. Lazer Completo, R$10.000",540 m² área total 490 m² área útil 4 Quartos 5 Banheiros 4 Vagas,R$ 9.650,"Lago Sul, Brasília",,,,27-07-20
585,Qsd 20 - Casa Com 3 Dormitórios para Alugar - Taguatinga Sul/df,90 m² área total 90 m² área útil 3 Quartos 1 Banheiro,R$ 850,"Taguatinga Sul, Taguatinga",,,,27-07-20
586,"Casa para Aluguel - Setor Sudoeste, 3 Quartos, 100 m²",100 m² área total 100 m² área útil 3 Quartos 3 Banheiros 4 Vagas,R$ 2.200,"Rua C 43, Setor Sudoeste, Goiânia",,,,27-07-20
587,Sobrado Grande! Esquinão - Terreno Vazado!,430 m² área total 430 m² área útil 5 Quartos 5 Banheiros 11 Vagas,R$ 5.000,"QE 20 CONJUNTO M , Guara I, Guará",,,,27-07-20
588,"Casa Com 3 Dormitórios para Alugar, 90 m² Por R$2.500,00/mês - Guará I - Guará/df",90 m² área total 90 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 2.300,"Quadra QI 1 Conjunto X 0, Guara I, Guará",,,,27-07-20
589,Qsc 23 Casa 16,3 Quartos 1 Banheiro,R$ 1.100,"Quadra QSC 23, Taguatinga Sul, Taguatinga",,,,27-07-20
590,Shis Ql 18 - 4 Suites,1200 m² área total 450 m² área útil 4 Quartos 7 Banheiros 5 Vagas,R$ 11.000,"SHIS QL 18 , Lago Sul, Brasília",,,,27-07-20
591,Shis Ql 22 - Casa 4 Quartos Lago Sul,1200 m² área total 490 m² área útil 4 Quartos 5 Banheiros 5 Vagas,R$ 12.000,"SHIS QL 22 CONJUTO 08, Lago Sul, Brasília",,,,27-07-20
592,Qnl 12 Conjunto E,60 m² área total 60 m² área útil 1 Quarto 1 Banheiro 2 Vagas,R$ 700,"QNL 12 CONJUNTO E 13, Taguatinga Norte, Taguatinga",,,,27-07-20
593,"Casa para Aluguel - Setor Sudoeste, 3 Quartos, 200 m²",200 m² área total 200 m² área útil 3 Quartos 3 Banheiros 3 Vagas,R$ 2.800,"Rua C-53, Setor Sudoeste, Goiânia",,,,27-07-20
594,Shis Qi 9 Casa Lago Sul Escritorio Oportunidade,1200 m² área total 750 m² área útil 5 Quartos 5 Vagas,R$ 11.900,"Lago Sul, Brasília",,,,27-07-20
595,"Casa para Aluguel - Setor Pedro Ludovico, 4 Quartos, 200 m²",200 m² área total 200 m² área útil 4 Quartos 2 Banheiros 5 Vagas,R$ 2.100,"Rua Fortaleza, Setor Pedro Ludovico, Goiânia",,,,27-07-20
596,"Casa para Aluguel - Guará, 3 Quartos, 90 m²",90 m² área total 90 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 2.300,"Qi 1, Centro, Guará",,,,27-07-20
597,Shis Qi 23 Lago Sul - Excelente Casa Condomínio Alto Padrão,2000 m² área total 1000 m² área útil 5 Quartos 8 Banheiros 4 Vagas,R$ 28.000,"Lago Sul, Brasília",,,,27-07-20
598,"Noble Aluga Esplendida Casa, 06 Qts na Qd 09 St. Leste.",540 m² área total 540 m² área útil 6 Quartos 4 Banheiros 3 Vagas,R$ 3.810,"Setor Leste, Gama",,,,27-07-20
599,Alugo Casa De 02 Quartos na Qms 41 Lote 02 Setor De Mansões/ Sobradinho - Df,68 m² área total 68 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 900,"QMS 41 LOTE 02 , Setor De Mansões De Sobradinho, Sobradinho",,,,27-07-20
600,"Casa para Aluguel - Núcleo Bandeirante, 5 Quartos, 350 m²",350 m² área total 350 m² área útil 5 Quartos 5 Banheiros 3 Vagas,R$ 5.300,"Rua 7, Nucleo Bandeirante, Núcleo Bandeirante",,,,27-07-20
601,Shis Qi 5 Ch,9600 m² área total 8 Quartos 10 Banheiros 20 Vagas,R$ 50.000,"Lago Sul, Brasília",,,,27-07-20
602,"Casa Com 1 Dormitório para Alugar, 35 m² Por R$700/mês - Taguatinga Norte - Taguatinga/df",35 m² área total 35 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 650,"Quadra QNM 40 11, Taguatinga Norte, Taguatinga",,,,27-07-20
603,"Casa para Aluguel - Parque Amazônia, 2 Quartos, 70 m²",70 m² área total 70 m² área útil 2 Quartos 1 Banheiro,R$ 800,"Rua C-176, Parque Amazônia, Goiânia",,,,27-07-20
604,"Casa para Alugar Com 1 Quarto, 35 m²",35 m² área total 35 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 650,"Quadra QNM 40 11, Taguatinga Norte, Taguatinga",,,,27-07-20
605,"Casa Com 3 Dormitórios para Alugar, 112 m² Por R$1.000,00/mês - Samambaia Norte - Samambaia/df",120 m² área total 112 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 1.000,"Quadra QR 410 Conjunto 8 0, Samambaia Norte, Samambaia",,,,27-07-20
606,"Casa para Aluguel - Setor Marista, 3 Quartos, 95 m²",95 m² área total 95 m² área útil 3 Quartos 2 Banheiros,R$ 4.500,"Rua 144, Setor Marista, Goiânia",,,,27-07-20
607,Shis Ql 26 Conjunto 06 Casa 01,700 m² área total 700 m² área útil 5 Quartos 0 Banheiros 6 Vagas,R$ 13.000,"Lago Sul, Brasília",,,,27-07-20
608,"Casa Com 3 Dormitórios para Alugar, 110 m² Por R$1.300,00/mês - Ceilândia Sul - Ceilândia/df",250 m² área total 110 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 950,"Quadra QNM 5 Conjunto E 45, Ceilandia Sul, Ceilândia",,,,27-07-20
609,Casa - Setor De Habitações Individuais Sul,800 m² área total 800 m² área útil 8 Quartos,R$ 32.000,"SHIS QI 9, Lago Sul, Brasília",,,,27-07-20
610,Casa - Setor De Habitações Individuais Sul,1800 m² área total 800 m² área útil 4 Quartos 6 Banheiros 7 Vagas,R$ 18.000,"SHIS QL 16, Lago Sul, Brasília",,,,27-07-20
611,Mansão Com Projeto Arrojado – 4 Suítes – 7 Vagas – 979 m² (útil) – 2.800 m² (Lote),2800 m² área total 979 m² área útil 0 Quartos 7 Banheiros 7 Vagas,R$ 28.000,"Lago Sul, Brasília",,,,27-07-20
612,Casa - Setor De Habitações Individuais Norte,1320 m² área total 900 m² área útil 5 Quartos 8 Banheiros 10 Vagas,R$ 18.000,"SHIN QI 2, Lago Norte, Brasília",,,,27-07-20
613,"Casa Aluguel, Village, Formosa - Go",250 m² área total 3 Quartos 1 Banheiro 4 Vagas,R$ 800,"RUA BENEDITO TASSO DUTRA, Parque São Francisco, Formosa",,,,27-07-20
614,Condominio Ville De Montagne!,270 m² área total 270 m² área útil 4 Quartos 2 Banheiros 2 Vagas,R$ 4.500,"Condomínio Ville de Montagne, Setor Habitacional Jardim Botânico, Brasília",,,,27-07-20
615,"Casa Com 1 Dormitório para Alugar, 35 m² Por R$700/mês - Taguatinga Norte - Taguatinga/df",35 m² área total 35 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 650,"Quadra QNM 40 11, Taguatinga Norte, Taguatinga",,,,27-07-20
616,"Casa para Locação Vila Bela, Formosa - Go",300 m² área total 5 Quartos 1 Banheiro 3 Vagas,R$ 1.800,"RUA A, Vila Bela, Formosa",,,,27-07-20
617,"Casa para Locação Parque Da Colina, Formosa - Go",440 m² área total 3 Quartos,R$ 750,"RUA 18, Parque da Colina II, Formosa",,,,27-07-20
618,"Casa para Alugar, Laranjeiras, Formosa - Go",300 m² área total 445 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 800,"RUA 3, Parque das Laranjeiras, Formosa",,,,27-07-20
619,"Kit Com 20 m² em Taguatinga Norte, Qna 27",20 m² área total 10 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 700,"Quadra QNA 27 14, Taguatinga Norte, Taguatinga",,,,27-07-20
620,"Casa para Alugar, Laranjeiras, Formosa - Go",300 m² área total 445 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 800,"RUA 3, Parque das Laranjeiras, Formosa",,,,27-07-20
621,"Casa para Aluguel - Parque Amazônia, 3 Quartos, 150 m²",150 m² área total 150 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 1.250,"Avenida C-177, Parque Amazônia, Goiânia",,,,27-07-20
622,Qe 13 Conjunto I Casa 18 - 2º Andar,60 m² área total 60 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 2.300,"QE 13 CONJUNTO I CASA 18 , Guara II, Guará",,,,27-07-20
623,"Casa para Aluguel - Jardim Da Luz, 1 Quarto, 54 m²",54 m² área total 54 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 1.018,"Rua Felipe Camarão, Jardim da Luz, Goiânia",,,,27-07-20
624,"Casa para Aluguel - Setor Campinas, 1 Quarto, 70 m²",70 m² área total 70 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 800,"Rua Quintino Bocaiúva, Setor Campinas, Goiânia",,,,27-07-20
625,Casa - Setor De Habitações Individuais Sul,580 m² área total 500 m² área útil 4 Quartos 3 Banheiros 6 Vagas,R$ 7.800,"SHIS QI 29, Lago Sul, Brasília",,,,27-07-20
626,Aluco Excelente Casa para Escritórios no Lago Sul.,40000 m² área total 730 m² área útil 9 Quartos 12 Banheiros,R$ 12.000,"Lago Sul, Brasília",,,,27-07-20
627,Qi 25 Conjunto 13 - Ótima Casa 05 Suítes - Localização Privilegiada,2800 m² área total 979 m² área útil 5 Quartos 8 Banheiros 3 Vagas,R$ 28.000,"Quadra SHIS QI 25 Conjunto 13, Lago Sul, Brasília",,,,27-07-20
628,Sobrado 4 Suítes Com Armários no Jardim Milão,660 m² área total 330 m² área útil 4 Quartos 5 Banheiros 3 Vagas,R$ 8.900,"RUA DAS TULIPAS , Jardins Milão, Goiânia",,,,27-07-20
629,"Casa Comercial, Setor Sul",407 m² área total 200 m² área útil 0 Quartos 0 Banheiros,R$ 4.000,"Rua 104 N.700, Setor Sul, Goiânia",,,,27-07-20
630,"Casa para Aluguel - Setor Leste Universitário, 4 Quartos, 360 m²",360 m² área total 360 m² área útil 4 Quartos 4 Banheiros 1 Vaga,R$ 3.000,"Rua 32 Qd 21 Lt 19, Setor Leste Universitário, Goiânia",,,,27-07-20
631,"Casa para Aluguel - Setor Aeroporto, 1 Quarto, 40 m²",40 m² área total 40 m² área útil 1 Quarto 1 Banheiro,R$ 700,"Rua 25 A, Setor Aeroporto, Goiânia",,,,27-07-20
632,Alugo Casa Com 01 Quarto na Qms 33 C Lt 04 Setor De Mansões Sobradinho - Df,35 m² área total 1 Quarto 1 Banheiro 1 Vaga,R$ 550,"QMS 33 C LOTE 04 , Centro, Sobradinho",,,,27-07-20
633,"Casa para Aluguel - Setor Dos Funcionários, 1 Quarto, 40 m²",40 m² área total 40 m² área útil 1 Quarto 1 Banheiro,R$ 750,"Rua 32 A, Setor dos Funcionários, Goiânia",,,,27-07-20
634,Qi 03 * Projeto De Reforma C/perspectiva * Aceita Proposta *,500 m² área total 500 m² área útil 4 Quartos 6 Banheiros 6 Vagas,R$ 13.500,"Lago Sul, Brasília",,,,27-07-20
635,Casa - Residencial Jardim Ipê,300 m² área total 3 Quartos 2 Vagas,R$ 1.200,"Centro, Formosa",,,,27-07-20
636,"Sobrado, 4 Quartos, St. Bueno",179 m² área total 193 m² área útil 4 Quartos 0 Banheiros,R$ 2.500,"Rua T 30 1328, Setor Bueno, Goiânia",,,,27-07-20
637,"Casa, 3 Quartos, St. Marista",490 m² área total 191 m² área útil 3 Quartos 2 Banheiros,R$ 5.000,"Rua 132 , Setor Sul, Goiânia",,,,27-07-20
638,"Casa para Aluguel - Núcleo Bandeirante, 3 Quartos, 60 m²",60 m² área total 60 m² área útil 3 Quartos 2 Banheiros 4 Vagas,R$ 1.630,"Rua 12a, Nucleo Bandeirante, Núcleo Bandeirante",,,,27-07-20
639,Smpw Quadra 27 Casa Park Way,2500 m² área total 50 m² área útil 1 Quarto 1 Banheiro 5 Vagas,R$ 2.090,"Park Way, Brasília",,,,27-07-20
640,Smpw Quadra 27 Casa Park Way,2500 m² área total 50 m² área útil 1 Quarto 1 Banheiro 5 Vagas,R$ 2.090,"Park Way, Brasília",,,,27-07-20
641,"Casa para Alugar, 3 Quartos, Jardim Tiradentes",250 m² área total 82 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 600,"Jardim Tiradentes, Aparecida de Goiânia",,,,27-07-20
642,Casa - Setor De Chácaras Abreu.,200 m² área total 2 Quartos 1 Vaga,R$ 600,"Centro, Formosa",,,,27-07-20
643,"Casa para Aluguel - Samambaia, 1 Quarto, 60 m²",60 m² área total 60 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 720,"Qr 502 Conjunto 5, Samambaia, Samambaia",,,,27-07-20
644,Shis Qi 28 Casa Térrea Suítes + Escritório Lago Sul,1200 m² área total 380 m² área útil 3 Quartos 0 Banheiros 5 Vagas,R$ 7.000,"Lago Sul, Brasília",,,,27-07-20
645,"Casa Térrea De 2 Quartos Sendo 1 Suíte em Taguatinga Norte, Qna 27 Não É Sozinha no Lote",90 m² área total 90 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 1.300,"Quadra QNA 27 14, Taguatinga Norte, Taguatinga",,,,27-07-20
646,Embaixada Ou O. I,2000 m² área total 700 m² área útil 5 Quartos,R$ 12.000,"Quadra SHIS QL 26 Conjunto 6, Lago Sul, Brasília",,,,27-07-20
647,"Casa para Aluguel - Lago Sul, 5 Quartos, 255 m²",255 m² área total 255 m² área útil 5 Quartos 2 Banheiros 12 Vagas,R$ 10.000,"Shis Ql 8 Conjunto 7, Lago Sul, Brasília",,,,27-07-20
648,"Casa para Aluguel - Taguatinga, 1 Quarto, 35 m²",35 m² área total 35 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 650,"Qnm 40, Taguatinga Centro, Taguatinga",,,,27-07-20
649,Aluga - Se Casa Qi 05 Chacara De 12 Mil m².,700 m² área total 700 m² área útil 0 Quartos 10 Banheiros 50 Vagas,R$ 18.000.000,"Lago Sul, Brasília",,,,27-07-20
650,"Casa para Aluguel - Taguatinga, 1 Quarto, 35 m²",35 m² área total 35 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 650,"Qnm 40 Conjunto D2 Lote 11, Taguatinga Centro, Taguatinga",,,,27-07-20
651,Ql 12 Península Perfeita para Embaixadas E Escritórios,1000 m² área total 1000 m² área útil 5 Quartos 8 Banheiros 4 Vagas,R$ 29.000,"Lago Sul, Brasília",,,,27-07-20
652,"Sobrado para Alugar, 3 Quartos, Setor Nova Suíça",302 m² área total 302 m² área útil 4 Quartos 2 Banheiros 2 Vagas,R$ 4.000,"Setor Nova Suiça, Goiânia",,,,27-07-20
653,Casa - Paranoa,128 m² área total 2 Quartos 1 Banheiro,R$ 650,"Paranoa, Paranoá",,,,27-07-20
654,"Casa para Aluguel - Lago Norte, 6 Quartos, 370 m²",370 m² área total 370 m² área útil 6 Quartos 6 Banheiros 4 Vagas,R$ 13.000,"Shin Qi 14, Lago Norte, Brasília",,,,27-07-20
